timestamp,x,y,z,orientation_x,orientation_y,orientation_z,orientation_w
1754656413.3974035,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.4225934,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.4462483,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.4725308,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.4956582,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.5187178,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.5425177,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.566124,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.5913477,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.6125133,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.6362698,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.661347,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.6857963,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.7089062,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.7304924,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.7578518,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.786165,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.807862,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.8469832,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.8709576,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.8989275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.9278643,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.96308,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656413.9938083,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.0234222,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.0494246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.0765774,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.1018183,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.1305273,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.1593933,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.1803946,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.205206,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.2285957,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.2526648,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.2802417,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.303319,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.3280606,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.3528957,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.379459,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.4220583,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.4563801,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.4868476,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.5190854,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.5506196,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.58352,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.6072571,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.6305683,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.6580293,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.680972,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.7065694,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.7281964,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.751796,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.778725,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.801624,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.8264885,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.8511295,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.874393,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.9005358,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.9237742,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.9464839,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.9700813,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656414.9933517,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.0213888,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.0413218,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.066431,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.090846,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.1130939,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.146503,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.1696079,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.1944082,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.2165976,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.239358,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.2699971,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.2926984,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.315295,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.3365443,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.3598852,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.389111,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.4099553,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.4329453,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.454776,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.478823,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.5101466,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.5318038,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.557915,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.582178,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.605068,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.6299682,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.6529999,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.677052,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.7028477,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.7234523,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.7478654,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.771779,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.7952569,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.8189783,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.8397603,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.8728726,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.8954656,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.9212518,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.9438775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656415.9672117,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.0037274,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.0257397,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.0468884,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.0719748,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.094905,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.1248868,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.147531,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.1711261,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.1943932,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.2183876,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.2479558,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.2720642,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.2958264,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.3200707,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.3422246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.3742008,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.3967485,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.4184554,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.4422584,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.4723825,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.5013435,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.5243773,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.5473237,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.5730443,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.5967584,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.6319296,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.6676478,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.6960385,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.7279308,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.764271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.798621,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.8218682,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.8450873,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.8712127,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.8946369,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.9231567,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.9495783,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.9713962,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656416.9951944,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.0173547,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.0429058,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.0664318,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.0893118,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.1118102,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.1336744,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.1592026,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.184803,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.2058425,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.2271664,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.2497704,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.2747865,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.297825,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.3205175,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.3436227,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.3694644,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.3919952,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.414716,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.436032,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.4588985,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.4809158,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.5073457,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.5328538,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.5574133,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.5804644,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.6013074,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.6278892,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.6516242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.674581,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.7010517,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.7243106,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.745833,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.7727156,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.7938607,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.816635,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.8413763,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.8635335,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.8866715,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.9121585,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.9327931,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.9563546,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656417.9790232,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.0015202,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.025919,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.046187,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.0709584,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.0961974,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.1203485,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.1428795,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.1665654,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.187938,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.2137167,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.2358232,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.262905,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.288496,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.3205101,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.3484077,0.0,0.0,0.0,0.0,0.0,0.0,1.0
